,movieId,title,genres
1951,movie_2586,Goodbye Lover (1999),Comedy|Crime|Thriller
1952,movie_2587,Life (1999),Comedy|Crime|Drama
1953,movie_2589,Friends & Lovers (1999),Comedy|Drama|Romance
1954,movie_2590,Hideous Kinky (1998),Drama
1955,movie_2593,"Monster, The (Mostro, Il) (1994)",Comedy
1956,movie_2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
1957,movie_2596,SLC Punk! (1998),Comedy|Drama
1958,movie_2597,Lost & Found (1999),Comedy|Romance
1959,movie_2598,Pushing Tin (1999),Comedy
1960,movie_2599,Election (1999),Comedy
1961,movie_2600,eXistenZ (1999),Action|Sci-Fi|Thriller
1962,movie_2605,Entrapment (1999),Crime|Thriller
1963,movie_2606,Idle Hands (1999),Comedy|Horror
1964,movie_2607,Get Real (1998),Drama|Romance
1965,movie_2609,"King of Masks, The (Bian Lian) (1996)",Drama
1966,movie_2611,"Winslow Boy, The (1999)",Drama
1967,movie_2612,Mildred Pierce (1945),Drama|Film-Noir
1968,movie_2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi
1969,movie_2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
1970,movie_2615,My Science Project (1985),Adventure|Sci-Fi
1971,movie_2616,Dick Tracy (1990),Action|Crime
1972,movie_2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
1973,movie_2618,"Castle, The (1997)",Comedy
1974,movie_2620,This Is My Father (1998),Drama|Romance
1975,movie_2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
1976,movie_2623,Trippin' (1999),Comedy
1977,movie_2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy
1978,movie_2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
1979,movie_2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
1980,movie_2629,"Love Letter, The (1999)",Comedy|Romance
1981,movie_2630,Besieged (a.k.a. L' Assedio) (1998),Drama
1982,movie_2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
1983,movie_2633,"Mummy, The (1932)",Horror|Romance
1984,movie_2634,"Mummy, The (1959)",Horror
1985,movie_2639,Mommie Dearest (1981),Drama
1986,movie_2640,Superman (1978),Action|Adventure|Sci-Fi
1987,movie_2641,Superman II (1980),Action|Sci-Fi
1988,movie_2642,Superman III (1983),Action|Adventure|Sci-Fi
1989,movie_2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
1990,movie_2644,Dracula (1931),Horror
1991,movie_2648,Frankenstein (1931),Drama|Horror|Sci-Fi
1992,movie_2651,Frankenstein Meets the Wolf Man (1943),Horror
1993,movie_2652,"Curse of Frankenstein, The (1957)",Horror
1994,movie_2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
1995,movie_2655,Howling II: Your Sister Is a Werewolf (1985),Horror
1996,movie_2656,Tarantula (1955),Horror|Sci-Fi
1997,movie_2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
1998,movie_2659,It Came from Hollywood (1982),Comedy|Documentary
1999,movie_2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
2000,movie_2661,It Came from Outer Space (1953),Sci-Fi
2001,movie_2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2002,movie_2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2003,movie_2665,Earth vs. the Flying Saucers (1956),Sci-Fi
2004,movie_2668,Swamp Thing (1982),Horror|Sci-Fi
2005,movie_2669,Pork Chop Hill (1959),War
2006,movie_2670,Run Silent Run Deep (1958),War
2007,movie_2671,Notting Hill (1999),Comedy|Romance
2008,movie_2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2009,movie_2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
2010,movie_2676,Instinct (1999),Drama|Thriller
2011,movie_2677,Buena Vista Social Club (1999),Documentary|Musical
2012,movie_2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi
2013,movie_2682,Limbo (1999),Drama
2014,movie_2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2015,movie_2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2016,movie_2687,Tarzan (1999),Adventure|Animation|Children|Drama
2017,movie_2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2018,movie_2690,"Ideal Husband, An (1999)",Comedy|Romance
2019,movie_2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
2020,movie_2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2021,movie_2693,Trekkies (1997),Documentary
2022,movie_2694,Big Daddy (1999),Comedy
2023,movie_2695,"Boys, The (1998)",Drama
2024,movie_2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
2025,movie_2697,My Son the Fanatic (1997),Comedy|Drama|Romance
2026,movie_2698,Zone 39 (1997),Sci-Fi
2027,movie_2699,Arachnophobia (1990),Comedy|Horror
2028,movie_2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2029,movie_2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2030,movie_2702,Summer of Sam (1999),Drama
2031,movie_2706,American Pie (1999),Comedy|Romance
2032,movie_2707,Arlington Road (1999),Thriller
2033,movie_2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance
2034,movie_2709,Muppets From Space (1999),Children|Comedy
2035,movie_2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2036,movie_2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2037,movie_2713,Lake Placid (1999),Horror|Thriller
2038,movie_2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2039,movie_2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2040,movie_2718,Drop Dead Gorgeous (1999),Comedy
2041,movie_2719,"Haunting, The (1999)",Horror|Thriller
2042,movie_2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy
2043,movie_2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2044,movie_2723,Mystery Men (1999),Action|Comedy|Fantasy
2045,movie_2724,Runaway Bride (1999),Comedy|Romance
2046,movie_2725,Twin Falls Idaho (1999),Drama
2047,movie_2726,"Killing, The (1956)",Crime|Film-Noir
2048,movie_2727,Killer's Kiss (1955),Crime|Film-Noir
2049,movie_2728,Spartacus (1960),Action|Drama|Romance|War
2050,movie_2729,Lolita (1962),Drama|Romance
2051,movie_2730,Barry Lyndon (1975),Drama|Romance|War
2052,movie_2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
2053,movie_2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance
2054,movie_2733,Vibes (1988),Adventure|Comedy|Romance
2055,movie_2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
2056,movie_2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
2057,movie_2736,Brighton Beach Memoirs (1986),Comedy
2058,movie_2737,Assassination (1987),Action|Drama|Thriller
2059,movie_2738,Crimes of the Heart (1986),Comedy|Drama
2060,movie_2739,"Color Purple, The (1985)",Drama
2061,movie_2740,"Kindred, The (1986)",Horror|Sci-Fi
2062,movie_2741,No Mercy (1986),Action|Crime|Thriller
2063,movie_2742,Ménage (Tenue de soirée) (1986),Comedy|Drama
2064,movie_2743,Native Son (1986),Drama
2065,movie_2744,Otello (1986),Drama
2066,movie_2745,"Mission, The (1986)",Drama
2067,movie_2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2068,movie_2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
2069,movie_2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy
2070,movie_2749,"Morning After, The (1986)",Drama|Mystery
2071,movie_2750,Radio Days (1987),Comedy|Drama
2072,movie_2751,From the Hip (1987),Comedy|Drama
2073,movie_2752,Outrageous Fortune (1987),Comedy|Mystery
2074,movie_2754,Deadtime Stories (1987),Horror
2075,movie_2757,Frances (1982),Drama
2076,movie_2759,Dick (1999),Comedy
2077,movie_2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2078,movie_2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2079,movie_2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2080,movie_2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
2081,movie_2765,"Acid House, The (1998)",Comedy|Drama
2082,movie_2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
2083,movie_2769,"Yards, The (2000)",Crime|Drama
2084,movie_2770,Bowfinger (1999),Comedy
2085,movie_2771,Brokedown Palace (1999),Drama
2086,movie_2772,Detroit Rock City (1999),Comedy
2087,movie_2774,Better Than Chocolate (1999),Comedy|Romance
2088,movie_2775,Head On (1998),Drama
2089,movie_2779,Heaven Can Wait (1978),Comedy
2090,movie_2782,Pit and the Pendulum (1961),Horror
2091,movie_2784,"Masque of the Red Death, The (1964)",Horror
2092,movie_2786,Haunted Honeymoon (1986),Comedy
2093,movie_2787,Cat's Eye (1985),Horror
2094,movie_2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2095,movie_2789,Damien: Omen II (1978),Horror
2096,movie_2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller
2097,movie_2791,Airplane! (1980),Comedy
2098,movie_2792,Airplane II: The Sequel (1982),Comedy
2099,movie_2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
2100,movie_2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
2101,movie_2795,National Lampoon's Vacation (1983),Comedy
2102,movie_2796,Funny Farm (1988),Comedy
2103,movie_2797,Big (1988),Comedy|Drama|Fantasy|Romance
2104,movie_2798,Problem Child (1990),Children|Comedy
2105,movie_2799,Problem Child 2 (1991),Comedy
2106,movie_2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2107,movie_2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2108,movie_2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2109,movie_2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2110,movie_2804,"Christmas Story, A (1983)",Children|Comedy
2111,movie_2805,Mickey Blue Eyes (1999),Comedy|Romance
2112,movie_2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2113,movie_2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2114,movie_2808,Universal Soldier (1992),Action|Sci-Fi
2115,movie_2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2116,movie_2812,In Too Deep (1999),Action|Thriller
2117,movie_2813,"Source, The (1999)",Documentary
2118,movie_2815,Iron Eagle (1986),Action|War
2119,movie_2816,Iron Eagle II (1988),Action|War
2120,movie_2817,Aces: Iron Eagle III (1992),Action
2121,movie_2818,Iron Eagle IV (1995),Action|War
2122,movie_2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2123,movie_2820,Hamlet (1964),Drama
2124,movie_2822,Medicine Man (1992),Adventure|Romance
2125,movie_2824,On the Ropes (1999),Documentary|Drama
2126,movie_2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2127,movie_2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2128,movie_2828,Dudley Do-Right (1999),Children|Comedy
2129,movie_2829,"Muse, The (1999)",Comedy
2130,movie_2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller
2131,movie_2836,Outside Providence (1999),Comedy
2132,movie_2837,Bedrooms & Hallways (1998),Comedy|Romance
2133,movie_2839,West Beirut (West Beyrouth) (1998),Drama
2134,movie_2840,Stigmata (1999),Drama|Thriller
2135,movie_2841,Stir of Echoes (1999),Horror|Mystery|Thriller
2136,movie_2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
2137,movie_2844,"Minus Man, The (1999)",Drama|Mystery
2138,movie_2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama
2139,movie_2847,Only Angels Have Wings (1939),Adventure|Drama|Romance
2140,movie_2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama
2141,movie_2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller
2142,movie_2852,"Soldier's Story, A (1984)",Drama
2143,movie_2856,I Saw What You Did (1965),Thriller
2144,movie_2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2145,movie_2858,American Beauty (1999),Drama|Romance
2146,movie_2859,Stop Making Sense (1984),Documentary|Musical
2147,movie_2860,Blue Streak (1999),Comedy
2148,movie_2861,For Love of the Game (1999),Comedy|Drama
2149,movie_2862,Caligula (1979),Drama
2150,movie_2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
2151,movie_2865,Sugar Town (1999),Comedy
2152,movie_2866,"Buddy Holly Story, The (1978)",Drama
2153,movie_2867,Fright Night (1985),Comedy|Horror|Thriller
2154,movie_2868,Fright Night Part II (1988),Horror
2155,movie_2870,Barefoot in the Park (1967),Comedy
2156,movie_2871,Deliverance (1972),Adventure|Drama|Thriller
2157,movie_2872,Excalibur (1981),Adventure|Fantasy
2158,movie_2874,"Pajama Game, The (1957)",Comedy|Musical|Romance
2159,movie_2875,Sommersby (1993),Drama|Mystery|Romance
2160,movie_2876,Thumbelina (1994),Animation|Children|Fantasy
2161,movie_2877,Tommy (1975),Musical
2162,movie_2878,Hell Night (1981),Horror
2163,movie_2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy
2164,movie_2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy
2165,movie_2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2166,movie_2882,Jakob the Liar (1999),Drama
2167,movie_2883,Mumford (1999),Comedy|Drama
2168,movie_2884,Dog Park (1998),Comedy|Romance
2169,movie_2885,Guinevere (1999),Drama|Romance
2170,movie_2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy
2171,movie_2887,Simon Sez (1999),Action|Comedy
2172,movie_2888,Drive Me Crazy (1999),Comedy|Romance
2173,movie_2889,"Mystery, Alaska (1999)",Comedy|Drama
2174,movie_2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2175,movie_2891,"Happy, Texas (1999)",Comedy
2176,movie_2892,New Rose Hotel (1998),Action|Drama
2177,movie_2893,Plunkett & MaCleane (1999),Action|Adventure|Drama
2178,movie_2894,Romance (1999),Drama|Romance
2179,movie_2896,Alvarez Kelly (1966),Western
2180,movie_2897,And the Ship Sails On (E la nave va) (1983),Comedy|War
2181,movie_2898,"Dark Half, The (1993)",Horror|Mystery
2182,movie_2899,Gulliver's Travels (1939),Adventure|Animation|Children
2183,movie_2900,Monkey Shines (1988),Horror|Sci-Fi
2184,movie_2901,Phantasm (1979),Horror|Sci-Fi
2185,movie_2902,Psycho II (1983),Horror|Mystery|Thriller
2186,movie_2903,Psycho III (1986),Horror|Thriller
2187,movie_2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama
2188,movie_2906,Random Hearts (1999),Drama|Romance
2189,movie_2907,Superstar (1999),Comedy
2190,movie_2908,Boys Don't Cry (1999),Drama
2191,movie_2912,"Limey, The (1999)",Crime|Drama|Thriller
2192,movie_2915,Risky Business (1983),Comedy
2193,movie_2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2194,movie_2917,Body Heat (1981),Crime|Thriller
2195,movie_2918,Ferris Bueller's Day Off (1986),Comedy
2196,movie_2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
2197,movie_2921,High Plains Drifter (1973),Western
2198,movie_2922,Hang 'Em High (1968),Crime|Drama|Western
2199,movie_2924,Drunken Master (Jui kuen) (1978),Action|Comedy
2200,movie_2925,"Conformist, The (Conformista, Il) (1970)",Drama
2201,movie_2926,Hairspray (1988),Comedy|Drama
2202,movie_2927,Brief Encounter (1946),Drama|Romance
2203,movie_2928,"Razor's Edge, The (1984)",Drama
2204,movie_2929,Reds (1981),Drama|Romance
2205,movie_2930,Return with Honor (1998),Documentary
2206,movie_2931,Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy
2207,movie_2932,Days of Heaven (1978),Drama
2208,movie_2935,"Lady Eve, The (1941)",Comedy|Romance
2209,movie_2936,Sullivan's Travels (1941),Adventure|Comedy|Romance
2210,movie_2937,"Palm Beach Story, The (1942)",Comedy
2211,movie_2939,Niagara (1953),Drama|Thriller
2212,movie_2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance
2213,movie_2941,South Pacific (1958),Musical|Romance|War
2214,movie_2942,Flashdance (1983),Drama|Romance
2215,movie_2943,Indochine (1992),Drama|Romance
2216,movie_2944,"Dirty Dozen, The (1967)",Action|Drama|War
2217,movie_2946,Help! (1965),Comedy|Musical
2218,movie_2947,Goldfinger (1964),Action|Adventure|Thriller
2219,movie_2948,From Russia with Love (1963),Action|Adventure|Thriller
2220,movie_2949,Dr. No (1962),Action|Adventure|Thriller
2221,movie_2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
2222,movie_2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2223,movie_2952,Sydney (Hard Eight) (1996),Crime|Drama|Thriller
2224,movie_2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2225,movie_2956,Someone to Watch Over Me (1987),Action|Crime|Thriller
2226,movie_2959,Fight Club (1999),Action|Crime|Drama|Thriller
2227,movie_2961,"Story of Us, The (1999)",Comedy|Drama
2228,movie_2962,Fever Pitch (1997),Comedy|Romance
2229,movie_2964,Julien Donkey-Boy (1999),Drama
2230,movie_2965,"Omega Code, The (1999)",Action
2231,movie_2966,"Straight Story, The (1999)",Adventure|Drama
2232,movie_2967,"Bad Seed, The (1956)",Drama|Thriller
2233,movie_2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2234,movie_2969,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance
2235,movie_2970,Fitzcarraldo (1982),Adventure|Drama
2236,movie_2971,All That Jazz (1979),Drama|Fantasy|Musical
2237,movie_2972,Red Sorghum (Hong gao liang) (1987),Drama|War
2238,movie_2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2239,movie_2974,Bats (1999),Horror|Thriller
2240,movie_2975,"Best Man, The (1999)",Comedy|Drama
2241,movie_2976,Bringing Out the Dead (1999),Drama
2242,movie_2977,Crazy in Alabama (1999),Comedy|Drama
2243,movie_2978,Three to Tango (1999),Comedy|Romance
2244,movie_2979,Body Shots (1999),Drama
2245,movie_2982,"Guardian, The (1990)",Horror|Thriller
2246,movie_2983,"Ipcress File, The (1965)",Thriller
2247,movie_2984,On Any Sunday (1971),Documentary
2248,movie_2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2249,movie_2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2250,movie_2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2251,movie_2988,Melvin and Howard (1980),Drama
2252,movie_2989,For Your Eyes Only (1981),Action|Adventure|Thriller
2253,movie_2990,Licence to Kill (1989),Action|Adventure|Thriller
2254,movie_2991,Live and Let Die (1973),Action|Adventure|Thriller
2255,movie_2992,Rawhead Rex (1986),Horror|Thriller
2256,movie_2993,Thunderball (1965),Action|Adventure|Thriller
2257,movie_2995,House on Haunted Hill (1999),Horror|Thriller
2258,movie_2996,Music of the Heart (1999),Drama
2259,movie_2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2260,movie_3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2261,movie_3002,My Best Fiend (Mein liebster Feind) (1999),Documentary
2262,movie_3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
2263,movie_3004,"Bachelor, The (1999)",Comedy|Romance
2264,movie_3005,"Bone Collector, The (1999)",Thriller
2265,movie_3006,"Insider, The (1999)",Drama|Thriller
2266,movie_3007,American Movie (1999),Documentary
2267,movie_3008,Last Night (1998),Drama|Sci-Fi
2268,movie_3010,Rosetta (1999),Drama
2269,movie_3011,"They Shoot Horses, Don't They? (1969)",Drama
2270,movie_3013,Bride of Re-Animator (1990),Comedy|Horror
2271,movie_3014,Bustin' Loose (1981),Comedy
2272,movie_3015,Coma (1978),Thriller
2273,movie_3016,Creepshow (1982),Horror
2274,movie_3017,Creepshow 2 (1987),Horror
2275,movie_3018,Re-Animator (1985),Comedy|Horror|Sci-Fi
2276,movie_3019,Drugstore Cowboy (1989),Crime|Drama
2277,movie_3020,Falling Down (1993),Action|Drama
2278,movie_3021,"Funhouse, The (1981)",Horror
2279,movie_3022,"General, The (1926)",Comedy|War
2280,movie_3024,Piranha (1978),Horror|Sci-Fi
2281,movie_3028,"Taming of the Shrew, The (1967)",Comedy
2282,movie_3029,Nighthawks (1981),Action|Drama
2283,movie_3030,Yojimbo (1961),Action|Adventure
2284,movie_3031,Repossessed (1990),Comedy
2285,movie_3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
2286,movie_3033,Spaceballs (1987),Comedy|Sci-Fi
2287,movie_3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2288,movie_3035,Mister Roberts (1955),Comedy|Drama|War
2289,movie_3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
2290,movie_3037,Little Big Man (1970),Western
2291,movie_3038,"Face in the Crowd, A (1957)",Drama
2292,movie_3039,Trading Places (1983),Comedy
2293,movie_3040,Meatballs (1979),Comedy
2294,movie_3041,Meatballs Part II (1984),Comedy
2295,movie_3042,Meatballs III (1987),Comedy
2296,movie_3043,Meatballs 4 (1992),Comedy
2297,movie_3044,Dead Again (1991),Mystery|Romance|Thriller
2298,movie_3045,Peter's Friends (1992),Comedy|Drama
2299,movie_3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance
2300,movie_3048,Under the Rainbow (1981),Comedy
2301,movie_3051,Anywhere But Here (1999),Comedy|Drama
2302,movie_3052,Dogma (1999),Adventure|Comedy|Fantasy
2303,movie_3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
2304,movie_3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
2305,movie_3055,Felicia's Journey (1999),Thriller
2306,movie_3056,Oxygen (1999),Crime|Drama|Thriller
2307,movie_3057,Where's Marlowe? (1998),Comedy
2308,movie_3060,"Commitments, The (1991)",Comedy|Drama|Musical
2309,movie_3061,Holiday Inn (1942),Comedy|Musical
2310,movie_3062,"Longest Day, The (1962)",Action|Drama|War
2311,movie_3063,Poison Ivy (1992),Drama|Thriller
2312,movie_3064,Poison Ivy: New Seduction (1997),Drama|Thriller
2313,movie_3066,Tora! Tora! Tora! (1970),Action|Drama|War
2314,movie_3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
2315,movie_3068,"Verdict, The (1982)",Drama|Mystery
2316,movie_3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
2317,movie_3071,Stand and Deliver (1988),Comedy|Drama
2318,movie_3072,Moonstruck (1987),Comedy|Romance
2319,movie_3073,"Sandpiper, The (1965)",Drama|Romance
2320,movie_3074,Jeremiah Johnson (1972),Western
2321,movie_3075,Repulsion (1965),Drama|Horror
2322,movie_3076,Irma la Douce (1963),Comedy
2323,movie_3077,42 Up (1998),Documentary
2324,movie_3078,Liberty Heights (1999),Drama
2325,movie_3079,Mansfield Park (1999),Comedy|Drama|Romance
2326,movie_3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
2327,movie_3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
2328,movie_3083,All About My Mother (Todo sobre mi madre) (1999),Drama
2329,movie_3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
2330,movie_3087,Scrooged (1988),Comedy|Fantasy|Romance
2331,movie_3088,Harvey (1950),Comedy|Fantasy
2332,movie_3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
2333,movie_3090,Matewan (1987),Drama
2334,movie_3091,Kagemusha (1980),Drama|War
2335,movie_3093,McCabe & Mrs. Miller (1971),Drama|Western
2336,movie_3094,Maurice (1987),Drama|Romance
2337,movie_3095,"Grapes of Wrath, The (1940)",Drama
2338,movie_3096,My Man Godfrey (1957),Comedy
2339,movie_3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance
2340,movie_3098,"Natural, The (1984)",Drama
2341,movie_3099,Shampoo (1975),Comedy|Drama|Romance
2342,movie_3100,"River Runs Through It, A (1992)",Drama
2343,movie_3101,Fatal Attraction (1987),Drama|Thriller
2344,movie_3102,Jagged Edge (1985),Crime|Romance|Thriller
2345,movie_3103,Stanley & Iris (1990),Drama|Romance
2346,movie_3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
2347,movie_3105,Awakenings (1990),Drama|Mystery
2348,movie_3106,Come See the Paradise (1990),Drama|Romance
2349,movie_3107,Backdraft (1991),Action|Drama
2350,movie_3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
2351,movie_3109,"River, The (1984)",Drama
2352,movie_3111,Places in the Heart (1984),Drama
2353,movie_3112,'night Mother (1986),Drama
2354,movie_3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
2355,movie_3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
2356,movie_3115,Flawless (1999),Drama
2357,movie_3117,Ride with the Devil (1999),Drama|Romance|War
2358,movie_3120,"Distinguished Gentleman, The (1992)",Comedy
2359,movie_3125,"End of the Affair, The (1999)",Drama
2360,movie_3127,Holy Smoke (1999),Comedy|Drama
2361,movie_3129,Sweet and Lowdown (1999),Comedy|Drama
2362,movie_3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama
2363,movie_3132,Daddy Long Legs (1919),Comedy|Drama
2364,movie_3134,Grand Illusion (La grande illusion) (1937),Drama|War
2365,movie_3135,"Great Santini, The (1979)",Drama
2366,movie_3138,Stealing Home (1988),Drama
2367,movie_3141,"Two Jakes, The (1990)",Drama
2368,movie_3142,U2: Rattle and Hum (1988),Documentary|Musical
2369,movie_3143,Hell in the Pacific (1968),Drama|War
2370,movie_3145,Cradle Will Rock (1999),Drama
2371,movie_3146,Deuce Bigalow: Male Gigolo (1999),Comedy
2372,movie_3147,"Green Mile, The (1999)",Crime|Drama
2373,movie_3148,"Cider House Rules, The (1999)",Drama
2374,movie_3150,"War Zone, The (1999)",Drama|Thriller
2375,movie_3152,"Last Picture Show, The (1971)",Drama
2376,movie_3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
2377,movie_3155,Anna and the King (1999),Drama|Romance
2378,movie_3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
2379,movie_3157,Stuart Little (1999),Children|Comedy|Fantasy
2380,movie_3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama
2381,movie_3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
2382,movie_3160,Magnolia (1999),Drama
2383,movie_3161,Onegin (1999),Drama|Romance
2384,movie_3162,Simpatico (1999),Comedy|Drama
2385,movie_3163,Topsy-Turvy (1999),Comedy|Drama|Musical
